week_start_date,ward,organism,antibiotic,susceptibility_percent,total_tested
2024-02-14,ICU,Pseudomonas aeruginosa,Ceftazidime,65.32,16
2024-02-21,ICU,Pseudomonas aeruginosa,Ceftazidime,72.5,10
2024-02-28,ICU,Pseudomonas aeruginosa,Ceftazidime,77.66,10
2024-03-06,ICU,Pseudomonas aeruginosa,Ceftazidime,72.69,16
2024-03-13,ICU,Pseudomonas aeruginosa,Ceftazidime,72.64,11
2024-03-20,ICU,Pseudomonas aeruginosa,Ceftazidime,59.22,17
2024-03-27,ICU,Pseudomonas aeruginosa,Ceftazidime,66.77,21
2024-04-03,ICU,Pseudomonas aeruginosa,Ceftazidime,72.9,17
2024-04-10,ICU,Pseudomonas aeruginosa,Ceftazidime,57.42,7
2024-04-17,ICU,Pseudomonas aeruginosa,Ceftazidime,62.43,13
2024-04-24,ICU,Pseudomonas aeruginosa,Ceftazidime,60.42,18
2024-05-01,ICU,Pseudomonas aeruginosa,Ceftazidime,64.73,16
2024-05-08,ICU,Pseudomonas aeruginosa,Ceftazidime,71.33,12
2024-05-15,ICU,Pseudomonas aeruginosa,Ceftazidime,62.07,10
2024-05-22,ICU,Pseudomonas aeruginosa,Ceftazidime,68.9,23
2024-05-29,ICU,Pseudomonas aeruginosa,Ceftazidime,53.86,20
2024-06-05,ICU,Pseudomonas aeruginosa,Ceftazidime,63.52,16
2024-06-12,ICU,Pseudomonas aeruginosa,Ceftazidime,59.14,28
2024-06-19,ICU,Pseudomonas aeruginosa,Ceftazidime,61.97,25
2024-06-26,ICU,Pseudomonas aeruginosa,Ceftazidime,51.5,25
2024-07-03,ICU,Pseudomonas aeruginosa,Ceftazidime,67.86,22
2024-07-10,ICU,Pseudomonas aeruginosa,Ceftazidime,62.47,25
2024-07-17,ICU,Pseudomonas aeruginosa,Ceftazidime,56.97,16
2024-07-24,ICU,Pseudomonas aeruginosa,Ceftazidime,65.66,13
2024-07-31,ICU,Pseudomonas aeruginosa,Ceftazidime,62.79,11
2024-08-07,ICU,Pseudomonas aeruginosa,Ceftazidime,57.68,18
2024-08-14,ICU,Pseudomonas aeruginosa,Ceftazidime,57.69,13
2024-08-21,ICU,Pseudomonas aeruginosa,Ceftazidime,57.09,10
2024-08-28,ICU,Pseudomonas aeruginosa,Ceftazidime,72.88,14
2024-09-04,ICU,Pseudomonas aeruginosa,Ceftazidime,66.68,14
2024-09-11,ICU,Pseudomonas aeruginosa,Ceftazidime,54.13,18
2024-09-18,ICU,Pseudomonas aeruginosa,Ceftazidime,67.18,11
2024-09-25,ICU,Pseudomonas aeruginosa,Ceftazidime,69.97,20
2024-10-02,ICU,Pseudomonas aeruginosa,Ceftazidime,51.49,17
2024-10-09,ICU,Pseudomonas aeruginosa,Ceftazidime,43.44,13
2024-10-16,ICU,Pseudomonas aeruginosa,Ceftazidime,48.8,16
2024-10-23,ICU,Pseudomonas aeruginosa,Ceftazidime,56.08,18
2024-10-30,ICU,Pseudomonas aeruginosa,Ceftazidime,60.59,13
2024-11-06,ICU,Pseudomonas aeruginosa,Ceftazidime,67.14,8
2024-11-13,ICU,Pseudomonas aeruginosa,Ceftazidime,62.93,20
2024-11-20,ICU,Pseudomonas aeruginosa,Ceftazidime,51.02,11
2024-11-27,ICU,Pseudomonas aeruginosa,Ceftazidime,63.27,17
2024-12-04,ICU,Pseudomonas aeruginosa,Ceftazidime,48.94,10
2024-12-11,ICU,Pseudomonas aeruginosa,Ceftazidime,75.33,8
2024-12-18,ICU,Pseudomonas aeruginosa,Ceftazidime,62.45,13
2020-01-01,ICU,Pseudomonas aeruginosa,Ciprofloxacin,61.38,18
2020-01-08,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.8,26
2020-01-15,ICU,Pseudomonas aeruginosa,Ciprofloxacin,61.59,16
2020-01-22,ICU,Pseudomonas aeruginosa,Ciprofloxacin,45.79,20
2020-01-29,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.97,13
2020-02-05,ICU,Pseudomonas aeruginosa,Ciprofloxacin,49.99,6
2020-02-12,ICU,Pseudomonas aeruginosa,Ciprofloxacin,57.48,8
2020-02-19,ICU,Pseudomonas aeruginosa,Ciprofloxacin,61.79,15
2020-02-26,ICU,Pseudomonas aeruginosa,Ciprofloxacin,67.14,9
2020-03-04,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.16,23
2020-03-11,ICU,Pseudomonas aeruginosa,Ciprofloxacin,65.98,14
2020-03-18,ICU,Pseudomonas aeruginosa,Ciprofloxacin,66.48,24
2020-03-25,ICU,Pseudomonas aeruginosa,Ciprofloxacin,71.32,15
2020-04-01,ICU,Pseudomonas aeruginosa,Ciprofloxacin,61.72,11
2020-04-08,ICU,Pseudomonas aeruginosa,Ciprofloxacin,59.61,12
2020-04-15,ICU,Pseudomonas aeruginosa,Ciprofloxacin,77.46,11
2020-04-22,ICU,Pseudomonas aeruginosa,Ciprofloxacin,62.5,15
2020-04-29,ICU,Pseudomonas aeruginosa,Ciprofloxacin,71.12,11
2020-05-06,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.68,15
2020-05-13,ICU,Pseudomonas aeruginosa,Ciprofloxacin,67.35,8
2020-05-20,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.47,19
2020-05-27,ICU,Pseudomonas aeruginosa,Ciprofloxacin,68.33,14
2020-06-03,ICU,Pseudomonas aeruginosa,Ciprofloxacin,66.24,16
2020-06-10,ICU,Pseudomonas aeruginosa,Ciprofloxacin,54.49,7
2020-06-17,ICU,Pseudomonas aeruginosa,Ciprofloxacin,70.29,9
2020-06-24,ICU,Pseudomonas aeruginosa,Ciprofloxacin,58.18,10
2020-07-01,ICU,Pseudomonas aeruginosa,Ciprofloxacin,56.21,15
2020-07-08,ICU,Pseudomonas aeruginosa,Ciprofloxacin,60.37,17
2020-07-15,ICU,Pseudomonas aeruginosa,Ciprofloxacin,63.83,19
2020-07-22,ICU,Pseudomonas aeruginosa,Ciprofloxacin,42.6,14
2020-07-29,ICU,Pseudomonas aeruginosa,Ciprofloxacin,47.47,15
2020-08-05,ICU,Pseudomonas aeruginosa,Ciprofloxacin,64.87,11
2020-08-12,ICU,Pseudomonas aeruginosa,Ciprofloxacin,52.22,25
2020-08-19,ICU,Pseudomonas aeruginosa,Ciprofloxacin,61.26,8
2020-08-26,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.9,16
2020-09-02,ICU,Pseudomonas aeruginosa,Ciprofloxacin,50.74,15
2020-09-09,ICU,Pseudomonas aeruginosa,Ciprofloxacin,54.58,18
2020-09-16,ICU,Pseudomonas aeruginosa,Ciprofloxacin,65.38,10
2020-09-23,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.01,15
2020-09-30,ICU,Pseudomonas aeruginosa,Ciprofloxacin,62.86,18
2020-10-07,ICU,Pseudomonas aeruginosa,Ciprofloxacin,50.0,13
2020-10-14,ICU,Pseudomonas aeruginosa,Ciprofloxacin,42.07,13
2020-10-21,ICU,Pseudomonas aeruginosa,Ciprofloxacin,53.89,20
2020-10-28,ICU,Pseudomonas aeruginosa,Ciprofloxacin,47.61,11
2020-11-04,ICU,Pseudomonas aeruginosa,Ciprofloxacin,63.26,13
2020-11-11,ICU,Pseudomonas aeruginosa,Ciprofloxacin,57.36,0
2020-11-18,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.94,8
2020-11-25,ICU,Pseudomonas aeruginosa,Ciprofloxacin,39.25,17
2020-12-02,ICU,Pseudomonas aeruginosa,Ciprofloxacin,52.58,11
2020-12-09,ICU,Pseudomonas aeruginosa,Ciprofloxacin,57.8,19
2020-12-16,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.56,22
2020-12-23,ICU,Pseudomonas aeruginosa,Ciprofloxacin,63.84,14
2020-12-30,ICU,Pseudomonas aeruginosa,Ciprofloxacin,67.62,9
2021-01-06,ICU,Pseudomonas aeruginosa,Ciprofloxacin,67.69,7
2021-01-13,ICU,Pseudomonas aeruginosa,Ciprofloxacin,64.37,23
2021-01-20,ICU,Pseudomonas aeruginosa,Ciprofloxacin,62.52,13
2021-01-27,ICU,Pseudomonas aeruginosa,Ciprofloxacin,64.02,21
2021-02-03,ICU,Pseudomonas aeruginosa,Ciprofloxacin,62.65,27
2021-02-10,ICU,Pseudomonas aeruginosa,Ciprofloxacin,67.49,15
2021-02-17,ICU,Pseudomonas aeruginosa,Ciprofloxacin,64.38,11
2021-02-24,ICU,Pseudomonas aeruginosa,Ciprofloxacin,52.14,28
2021-03-03,ICU,Pseudomonas aeruginosa,Ciprofloxacin,70.0,18
2021-03-10,ICU,Pseudomonas aeruginosa,Ciprofloxacin,68.82,15
2021-03-17,ICU,Pseudomonas aeruginosa,Ciprofloxacin,79.38,22
2021-03-24,ICU,Pseudomonas aeruginosa,Ciprofloxacin,56.64,10
2021-03-31,ICU,Pseudomonas aeruginosa,Ciprofloxacin,57.81,25
2021-04-07,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.79,19
2021-04-14,ICU,Pseudomonas aeruginosa,Ciprofloxacin,67.92,9
2021-04-21,ICU,Pseudomonas aeruginosa,Ciprofloxacin,53.46,18
2021-04-28,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.45,11
2021-05-05,ICU,Pseudomonas aeruginosa,Ciprofloxacin,53.45,12
2021-05-12,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.47,18
2021-05-19,ICU,Pseudomonas aeruginosa,Ciprofloxacin,57.99,13
2021-05-26,ICU,Pseudomonas aeruginosa,Ciprofloxacin,50.63,11
2021-06-02,ICU,Pseudomonas aeruginosa,Ciprofloxacin,64.18,10
2021-06-09,ICU,Pseudomonas aeruginosa,Ciprofloxacin,56.68,15
2021-06-16,ICU,Pseudomonas aeruginosa,Ciprofloxacin,42.71,23
2021-06-23,ICU,Pseudomonas aeruginosa,Ciprofloxacin,54.0,13
2021-06-30,ICU,Pseudomonas aeruginosa,Ciprofloxacin,50.05,13
2021-07-07,ICU,Pseudomonas aeruginosa,Ciprofloxacin,53.39,18
2021-07-14,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.16,17
2021-07-21,ICU,Pseudomonas aeruginosa,Ciprofloxacin,48.02,12
2021-07-28,ICU,Pseudomonas aeruginosa,Ciprofloxacin,61.23,22
2021-08-04,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.55,12
2021-08-11,ICU,Pseudomonas aeruginosa,Ciprofloxacin,59.9,3
2021-08-18,ICU,Pseudomonas aeruginosa,Ciprofloxacin,50.99,21
2021-08-25,ICU,Pseudomonas aeruginosa,Ciprofloxacin,40.07,13
2021-09-01,ICU,Pseudomonas aeruginosa,Ciprofloxacin,45.53,18
2021-09-08,ICU,Pseudomonas aeruginosa,Ciprofloxacin,58.09,16
2021-09-15,ICU,Pseudomonas aeruginosa,Ciprofloxacin,45.13,12
2021-09-22,ICU,Pseudomonas aeruginosa,Ciprofloxacin,67.11,4
2021-09-29,ICU,Pseudomonas aeruginosa,Ciprofloxacin,46.39,11
2021-10-06,ICU,Pseudomonas aeruginosa,Ciprofloxacin,65.75,18
2021-10-13,ICU,Pseudomonas aeruginosa,Ciprofloxacin,56.05,14
2021-10-20,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.71,13
2021-10-27,ICU,Pseudomonas aeruginosa,Ciprofloxacin,37.69,19
2021-11-03,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.34,14
2021-11-10,ICU,Pseudomonas aeruginosa,Ciprofloxacin,48.11,13
2021-11-17,ICU,Pseudomonas aeruginosa,Ciprofloxacin,58.69,17
2021-11-24,ICU,Pseudomonas aeruginosa,Ciprofloxacin,53.67,12
2021-12-01,ICU,Pseudomonas aeruginosa,Ciprofloxacin,44.12,8
2021-12-08,ICU,Pseudomonas aeruginosa,Ciprofloxacin,45.84,9
2021-12-15,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.28,8
2021-12-22,ICU,Pseudomonas aeruginosa,Ciprofloxacin,44.05,23
2021-12-29,ICU,Pseudomonas aeruginosa,Ciprofloxacin,53.44,14
2022-01-05,ICU,Pseudomonas aeruginosa,Ciprofloxacin,40.11,26
2022-01-12,ICU,Pseudomonas aeruginosa,Ciprofloxacin,67.43,12
2022-01-19,ICU,Pseudomonas aeruginosa,Ciprofloxacin,60.36,19
2022-01-26,ICU,Pseudomonas aeruginosa,Ciprofloxacin,63.33,16
2022-02-02,ICU,Pseudomonas aeruginosa,Ciprofloxacin,63.25,17
2022-02-09,ICU,Pseudomonas aeruginosa,Ciprofloxacin,54.63,12
2022-02-16,ICU,Pseudomonas aeruginosa,Ciprofloxacin,54.0,18
2022-02-23,ICU,Pseudomonas aeruginosa,Ciprofloxacin,60.15,19
2022-03-02,ICU,Pseudomonas aeruginosa,Ciprofloxacin,54.22,22
2022-03-09,ICU,Pseudomonas aeruginosa,Ciprofloxacin,49.58,14
2022-03-16,ICU,Pseudomonas aeruginosa,Ciprofloxacin,70.41,19
2022-03-23,ICU,Pseudomonas aeruginosa,Ciprofloxacin,73.66,19
2022-03-30,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.37,12
2022-04-06,ICU,Pseudomonas aeruginosa,Ciprofloxacin,62.66,8
2022-04-13,ICU,Pseudomonas aeruginosa,Ciprofloxacin,68.62,15
2022-04-20,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.88,16
2022-04-27,ICU,Pseudomonas aeruginosa,Ciprofloxacin,64.44,12
2022-05-04,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.49,9
2022-05-11,ICU,Pseudomonas aeruginosa,Ciprofloxacin,60.39,13
2022-05-18,ICU,Pseudomonas aeruginosa,Ciprofloxacin,54.78,14
2022-05-25,ICU,Pseudomonas aeruginosa,Ciprofloxacin,63.02,12
2022-06-01,ICU,Pseudomonas aeruginosa,Ciprofloxacin,57.03,21
2022-06-08,ICU,Pseudomonas aeruginosa,Ciprofloxacin,53.28,17
2022-06-15,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.19,21
2022-06-22,ICU,Pseudomonas aeruginosa,Ciprofloxacin,64.71,19
2022-06-29,ICU,Pseudomonas aeruginosa,Ciprofloxacin,57.93,15
2022-07-06,ICU,Pseudomonas aeruginosa,Ciprofloxacin,61.38,18
2022-07-13,ICU,Pseudomonas aeruginosa,Ciprofloxacin,54.0,15
2022-07-20,ICU,Pseudomonas aeruginosa,Ciprofloxacin,54.26,5
2022-07-27,ICU,Pseudomonas aeruginosa,Ciprofloxacin,54.49,9
2022-08-03,ICU,Pseudomonas aeruginosa,Ciprofloxacin,54.52,12
2022-08-10,ICU,Pseudomonas aeruginosa,Ciprofloxacin,48.16,21
2022-08-17,ICU,Pseudomonas aeruginosa,Ciprofloxacin,57.49,15
2022-08-24,ICU,Pseudomonas aeruginosa,Ciprofloxacin,44.78,16
2022-08-31,ICU,Pseudomonas aeruginosa,Ciprofloxacin,44.78,8
2022-09-07,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.75,23
2022-09-14,ICU,Pseudomonas aeruginosa,Ciprofloxacin,40.13,17
2022-09-21,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.6,7
2022-09-28,ICU,Pseudomonas aeruginosa,Ciprofloxacin,45.38,15
2022-10-05,ICU,Pseudomonas aeruginosa,Ciprofloxacin,47.86,10
2022-10-12,ICU,Pseudomonas aeruginosa,Ciprofloxacin,52.14,12
2022-10-19,ICU,Pseudomonas aeruginosa,Ciprofloxacin,38.83,26
2022-10-26,ICU,Pseudomonas aeruginosa,Ciprofloxacin,36.76,13
2022-11-02,ICU,Pseudomonas aeruginosa,Ciprofloxacin,40.8,22
2022-11-09,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.38,20
2022-11-16,ICU,Pseudomonas aeruginosa,Ciprofloxacin,56.69,13
2022-11-23,ICU,Pseudomonas aeruginosa,Ciprofloxacin,34.71,18
2022-11-30,ICU,Pseudomonas aeruginosa,Ciprofloxacin,61.01,17
2022-12-07,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.82,14
2022-12-14,ICU,Pseudomonas aeruginosa,Ciprofloxacin,64.42,11
2022-12-21,ICU,Pseudomonas aeruginosa,Ciprofloxacin,44.98,6
2022-12-28,ICU,Pseudomonas aeruginosa,Ciprofloxacin,44.86,18
2023-01-04,ICU,Pseudomonas aeruginosa,Ciprofloxacin,49.35,7
2023-01-11,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.88,19
2023-01-18,ICU,Pseudomonas aeruginosa,Ciprofloxacin,52.73,17
2023-01-25,ICU,Pseudomonas aeruginosa,Ciprofloxacin,56.77,17
2023-02-01,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.2,13
2023-02-08,ICU,Pseudomonas aeruginosa,Ciprofloxacin,61.4,12
2023-02-15,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.91,13
2023-02-22,ICU,Pseudomonas aeruginosa,Ciprofloxacin,66.47,13
2023-03-01,ICU,Pseudomonas aeruginosa,Ciprofloxacin,59.19,5
2023-03-08,ICU,Pseudomonas aeruginosa,Ciprofloxacin,49.54,8
2023-03-15,ICU,Pseudomonas aeruginosa,Ciprofloxacin,66.49,11
2023-03-22,ICU,Pseudomonas aeruginosa,Ciprofloxacin,61.26,12
2023-03-29,ICU,Pseudomonas aeruginosa,Ciprofloxacin,67.75,16
2023-04-05,ICU,Pseudomonas aeruginosa,Ciprofloxacin,54.9,20
2023-04-12,ICU,Pseudomonas aeruginosa,Ciprofloxacin,52.5,19
2023-04-19,ICU,Pseudomonas aeruginosa,Ciprofloxacin,52.29,21
2023-04-26,ICU,Pseudomonas aeruginosa,Ciprofloxacin,60.98,8
2023-05-03,ICU,Pseudomonas aeruginosa,Ciprofloxacin,56.28,10
2023-05-10,ICU,Pseudomonas aeruginosa,Ciprofloxacin,48.56,13
2023-05-17,ICU,Pseudomonas aeruginosa,Ciprofloxacin,67.51,21
2023-05-24,ICU,Pseudomonas aeruginosa,Ciprofloxacin,61.23,18
2023-05-31,ICU,Pseudomonas aeruginosa,Ciprofloxacin,65.16,11
2023-06-07,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.07,10
2023-06-14,ICU,Pseudomonas aeruginosa,Ciprofloxacin,60.65,20
2023-06-21,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.39,16
2023-06-28,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.54,12
2023-07-05,ICU,Pseudomonas aeruginosa,Ciprofloxacin,59.14,15
2023-07-12,ICU,Pseudomonas aeruginosa,Ciprofloxacin,37.5,12
2023-07-19,ICU,Pseudomonas aeruginosa,Ciprofloxacin,49.18,19
2023-07-26,ICU,Pseudomonas aeruginosa,Ciprofloxacin,45.1,18
2023-08-02,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.62,12
2023-08-09,ICU,Pseudomonas aeruginosa,Ciprofloxacin,41.22,14
2023-08-16,ICU,Pseudomonas aeruginosa,Ciprofloxacin,58.04,19
2023-08-23,ICU,Pseudomonas aeruginosa,Ciprofloxacin,49.89,18
2023-08-30,ICU,Pseudomonas aeruginosa,Ciprofloxacin,42.23,20
2023-09-06,ICU,Pseudomonas aeruginosa,Ciprofloxacin,45.82,17
2023-09-13,ICU,Pseudomonas aeruginosa,Ciprofloxacin,43.05,27
2023-09-20,ICU,Pseudomonas aeruginosa,Ciprofloxacin,52.34,19
2023-09-27,ICU,Pseudomonas aeruginosa,Ciprofloxacin,56.35,12
2023-10-04,ICU,Pseudomonas aeruginosa,Ciprofloxacin,49.53,9
2023-10-11,ICU,Pseudomonas aeruginosa,Ciprofloxacin,49.16,10
2023-10-18,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.33,17
2023-10-25,ICU,Pseudomonas aeruginosa,Ciprofloxacin,50.71,13
2023-11-01,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.05,18
2023-11-08,ICU,Pseudomonas aeruginosa,Ciprofloxacin,56.96,12
2023-11-15,ICU,Pseudomonas aeruginosa,Ciprofloxacin,63.28,12
2023-11-22,ICU,Pseudomonas aeruginosa,Ciprofloxacin,45.95,20
2023-11-29,ICU,Pseudomonas aeruginosa,Ciprofloxacin,46.29,14
2023-12-06,ICU,Pseudomonas aeruginosa,Ciprofloxacin,40.87,11
2023-12-13,ICU,Pseudomonas aeruginosa,Ciprofloxacin,58.08,21
2023-12-20,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.08,18
2023-12-27,ICU,Pseudomonas aeruginosa,Ciprofloxacin,57.68,12
2024-01-03,ICU,Pseudomonas aeruginosa,Ciprofloxacin,49.11,10
2024-01-10,ICU,Pseudomonas aeruginosa,Ciprofloxacin,44.86,10
2024-01-17,ICU,Pseudomonas aeruginosa,Ciprofloxacin,52.79,11
2024-01-24,ICU,Pseudomonas aeruginosa,Ciprofloxacin,52.33,15
2024-01-31,ICU,Pseudomonas aeruginosa,Ciprofloxacin,46.64,6
2024-02-07,ICU,Pseudomonas aeruginosa,Ciprofloxacin,48.04,17
2024-02-14,ICU,Pseudomonas aeruginosa,Ciprofloxacin,66.62,21
2024-02-21,ICU,Pseudomonas aeruginosa,Ciprofloxacin,61.74,19
2024-02-28,ICU,Pseudomonas aeruginosa,Ciprofloxacin,48.34,9
2024-03-06,ICU,Pseudomonas aeruginosa,Ciprofloxacin,53.74,20
2024-03-13,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.23,11
2024-03-20,ICU,Pseudomonas aeruginosa,Ciprofloxacin,58.27,13
2024-03-27,ICU,Pseudomonas aeruginosa,Ciprofloxacin,54.55,10
2024-04-03,ICU,Pseudomonas aeruginosa,Ciprofloxacin,58.83,21
2024-04-10,ICU,Pseudomonas aeruginosa,Ciprofloxacin,57.07,19
2024-04-17,ICU,Pseudomonas aeruginosa,Ciprofloxacin,64.8,19
2024-04-24,ICU,Pseudomonas aeruginosa,Ciprofloxacin,65.18,14
2024-05-01,ICU,Pseudomonas aeruginosa,Ciprofloxacin,61.49,17
2024-05-08,ICU,Pseudomonas aeruginosa,Ciprofloxacin,54.11,10
2024-05-15,ICU,Pseudomonas aeruginosa,Ciprofloxacin,73.86,16
2024-05-22,ICU,Pseudomonas aeruginosa,Ciprofloxacin,62.69,14
2024-05-29,ICU,Pseudomonas aeruginosa,Ciprofloxacin,65.78,18
2024-06-05,ICU,Pseudomonas aeruginosa,Ciprofloxacin,53.62,14
2024-06-12,ICU,Pseudomonas aeruginosa,Ciprofloxacin,59.94,7
2024-06-19,ICU,Pseudomonas aeruginosa,Ciprofloxacin,70.13,22
2024-06-26,ICU,Pseudomonas aeruginosa,Ciprofloxacin,58.08,12
2024-07-03,ICU,Pseudomonas aeruginosa,Ciprofloxacin,57.55,20
2024-07-10,ICU,Pseudomonas aeruginosa,Ciprofloxacin,58.52,17
2024-07-17,ICU,Pseudomonas aeruginosa,Ciprofloxacin,52.71,13
2024-07-24,ICU,Pseudomonas aeruginosa,Ciprofloxacin,62.55,15
2024-07-31,ICU,Pseudomonas aeruginosa,Ciprofloxacin,67.4,16
2024-08-07,ICU,Pseudomonas aeruginosa,Ciprofloxacin,59.68,10
2024-08-14,ICU,Pseudomonas aeruginosa,Ciprofloxacin,46.84,19
2024-08-21,ICU,Pseudomonas aeruginosa,Ciprofloxacin,57.24,16
2024-08-28,ICU,Pseudomonas aeruginosa,Ciprofloxacin,54.3,17
2024-09-04,ICU,Pseudomonas aeruginosa,Ciprofloxacin,56.28,15
2024-09-11,ICU,Pseudomonas aeruginosa,Ciprofloxacin,56.15,12
2024-09-18,ICU,Pseudomonas aeruginosa,Ciprofloxacin,53.78,30
2024-09-25,ICU,Pseudomonas aeruginosa,Ciprofloxacin,55.5,7
2024-10-02,ICU,Pseudomonas aeruginosa,Ciprofloxacin,52.22,16
2024-10-09,ICU,Pseudomonas aeruginosa,Ciprofloxacin,49.73,23
2024-10-16,ICU,Pseudomonas aeruginosa,Ciprofloxacin,56.04,11
2024-10-23,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.48,16
2024-10-30,ICU,Pseudomonas aeruginosa,Ciprofloxacin,49.69,20
2024-11-06,ICU,Pseudomonas aeruginosa,Ciprofloxacin,57.18,20
2024-11-13,ICU,Pseudomonas aeruginosa,Ciprofloxacin,49.19,9
2024-11-20,ICU,Pseudomonas aeruginosa,Ciprofloxacin,52.59,21
2024-11-27,ICU,Pseudomonas aeruginosa,Ciprofloxacin,51.33,16
2024-12-04,ICU,Pseudomonas aeruginosa,Ciprofloxacin,56.36,14
2024-12-11,ICU,Pseudomonas aeruginosa,Ciprofloxacin,47.72,16
2024-12-18,ICU,Pseudomonas aeruginosa,Ciprofloxacin,50.56,11
2020-01-01,ICU,Pseudomonas aeruginosa,Levofloxacin,69.13,19
2020-01-08,ICU,Pseudomonas aeruginosa,Levofloxacin,75.45,14
2020-01-15,ICU,Pseudomonas aeruginosa,Levofloxacin,81.16,14
2020-01-22,ICU,Pseudomonas aeruginosa,Levofloxacin,82.26,14
2020-01-29,ICU,Pseudomonas aeruginosa,Levofloxacin,70.86,15
2020-02-05,ICU,Pseudomonas aeruginosa,Levofloxacin,72.88,15
2020-02-12,ICU,Pseudomonas aeruginosa,Levofloxacin,79.38,17
2020-02-19,ICU,Pseudomonas aeruginosa,Levofloxacin,65.3,17
2020-02-26,ICU,Pseudomonas aeruginosa,Levofloxacin,70.12,14
2020-03-04,ICU,Pseudomonas aeruginosa,Levofloxacin,82.13,15
2020-03-11,ICU,Pseudomonas aeruginosa,Levofloxacin,73.16,15
2020-03-18,ICU,Pseudomonas aeruginosa,Levofloxacin,90.35,21
2020-03-25,ICU,Pseudomonas aeruginosa,Levofloxacin,78.69,13
2020-04-01,ICU,Pseudomonas aeruginosa,Levofloxacin,82.69,20
2020-04-08,ICU,Pseudomonas aeruginosa,Levofloxacin,76.8,14
2020-04-15,ICU,Pseudomonas aeruginosa,Levofloxacin,78.67,19
2020-04-22,ICU,Pseudomonas aeruginosa,Levofloxacin,79.73,24
2020-04-29,ICU,Pseudomonas aeruginosa,Levofloxacin,87.75,19
2020-05-06,ICU,Pseudomonas aeruginosa,Levofloxacin,78.46,11
2020-05-13,ICU,Pseudomonas aeruginosa,Levofloxacin,73.29,23
2020-05-20,ICU,Pseudomonas aeruginosa,Levofloxacin,86.54,8
2020-05-27,ICU,Pseudomonas aeruginosa,Levofloxacin,93.04,18
2020-06-03,ICU,Pseudomonas aeruginosa,Levofloxacin,93.33,14
2020-06-10,ICU,Pseudomonas aeruginosa,Levofloxacin,75.9,9
2020-06-17,ICU,Pseudomonas aeruginosa,Levofloxacin,84.03,14
2020-06-24,ICU,Pseudomonas aeruginosa,Levofloxacin,74.21,7
2020-07-01,ICU,Pseudomonas aeruginosa,Levofloxacin,72.34,16
2020-07-08,ICU,Pseudomonas aeruginosa,Levofloxacin,67.76,17
2020-07-15,ICU,Pseudomonas aeruginosa,Levofloxacin,81.36,8
2020-07-22,ICU,Pseudomonas aeruginosa,Levofloxacin,76.91,16
2020-07-29,ICU,Pseudomonas aeruginosa,Levofloxacin,66.53,18
2020-08-05,ICU,Pseudomonas aeruginosa,Levofloxacin,78.69,23
2020-08-12,ICU,Pseudomonas aeruginosa,Levofloxacin,83.41,9
2020-08-19,ICU,Pseudomonas aeruginosa,Levofloxacin,74.78,10
2020-08-26,ICU,Pseudomonas aeruginosa,Levofloxacin,81.26,18
2020-09-02,ICU,Pseudomonas aeruginosa,Levofloxacin,83.6,16
2020-09-09,ICU,Pseudomonas aeruginosa,Levofloxacin,83.18,11
2020-09-16,ICU,Pseudomonas aeruginosa,Levofloxacin,63.36,10
2020-09-23,ICU,Pseudomonas aeruginosa,Levofloxacin,71.82,15
